nombre|stock|precio|marca|link|hora|fecha
Vino Santa Julia Chenin Dulce Lata 355 Ml.|32|199.00|SANTA JULIA|https://diaonline.supermercadosdia.com.ar/vino-santa-julia-chenin-dulce-lata-355-ml-282734/p|01:24:41|2022-03-20
Cerveza Patagonia IPA 24.7 lata 410 Ml.|263|260.00|PATAGONIA|https://diaonline.supermercadosdia.com.ar/cerveza-patagonia-ipa-247-lata-410-ml-280129/p|01:24:41|2022-03-20
Cerveza Patagonia Amber Lager lata 410 Ml.|268|260.00|PATAGONIA|https://diaonline.supermercadosdia.com.ar/cerveza-patagonia-amber-lager-lata-410-ml-279839/p|01:24:41|2022-03-20
Vino Tinto Canciller Blend III Etiqueta Negra 750 Ml.|14|199.00|CANCILLER|https://diaonline.supermercadosdia.com.ar/vino-tinto-canciller-blend-iii-etiqueta-negra-750-ml-275092/p|01:24:41|2022-03-20
Jugo Tutti Multifruta tetrabrick 1 Lt.|22|63.12|TUTTI|https://diaonline.supermercadosdia.com.ar/jugo-tutti-multifruta-tetrabrick-1-lt-273396/p|01:24:41|2022-03-20
Agua Saborizada Cellier Favaloro Manzana 1,5 Lts.|33|61.99|CELLIER FAVALORO|https://diaonline.supermercadosdia.com.ar/agua-saborizada-cellier-favaloro-manzana-15-lts-263909/p|01:24:41|2022-03-20
Cerveza Rubia Schneider lata 710 Ml.|326|215.00|SCHNEIDER|https://diaonline.supermercadosdia.com.ar/cerveza-rubia-schneider-lata-710-ml-259728/p|01:24:41|2022-03-20
Agua Saborizada Sierra de los Padres Manzana 1,5 Lts.|13|92.10|SIERRA DE LOS PADRES|https://diaonline.supermercadosdia.com.ar/agua-saborizada-sierra-de-los-padres-manzana-15-lts-256091/p|01:24:41|2022-03-20
Cerveza Lager DIA lata 473 Ml.|947|119.00|DIA|https://diaonline.supermercadosdia.com.ar/cerveza-lager-dia-lata-473-ml-251583/p|01:24:41|2022-03-20
Vino Tinto Alma Mora Reserva Malbec 750 ml.|26|495.00|ALMA MORA|https://diaonline.supermercadosdia.com.ar/vino-tinto-alma-mora-reserva-malbec-750-ml-250042/p|01:24:41|2022-03-20
Gaseosa Light DIA Pomelo 2,25 Lts.|19|108.00|DIA|https://diaonline.supermercadosdia.com.ar/gaseosa-light-dia-pomelo-225-lts-224757/p|01:24:41|2022-03-20
Vino Malbec Killka Art & Wine 750 ml.|21|629.00|KILLKA|https://diaonline.supermercadosdia.com.ar/vino-malbec-killka-art---wine-750-ml-222192/p|01:24:41|2022-03-20
Amargo Serrano Tres Torres 1,5 Lts.|37|90.15|TRES TORRES|https://diaonline.supermercadosdia.com.ar/amargo-serrano-tres-torres-15-lts-194750/p|01:24:41|2022-03-20
Aperitivo Amargo Tres Torres Blanco Limón 1,5 Lts.|40|90.88|TRES TORRES|https://diaonline.supermercadosdia.com.ar/aperitivo-amargo-tres-torres-blanco-limon-15-lts-194749/p|01:24:41|2022-03-20
Gaseosa Coca-Cola sin azúcares 500 Ml.|45|108.00|COKE/COCACOLA|https://diaonline.supermercadosdia.com.ar/gaseosa-coca-cola-sin-azucares-500-ml-185518/p|01:24:41|2022-03-20
Agua Mineral sin Gas Sierra de los Padres 2 Lts.|23|70.99|SIERRA DE LOS PADRES|https://diaonline.supermercadosdia.com.ar/agua-mineral-sin-gas-sierra-de-los-padres-2-lts-181247/p|01:24:41|2022-03-20
Amargo Dia Limón de la Patagonia Light 1,5 ml.|34|92.00|DIA|https://diaonline.supermercadosdia.com.ar/amargo-dia-limon-de-la-patagonia-light-15-ml-179774/p|01:24:41|2022-03-20
Amargo Terma Pomelo Rosado 1,75 Lts.|17|138.00|TERMA|https://diaonline.supermercadosdia.com.ar/amargo-terma-pomelo-rosado-175-lts-174748/p|01:24:41|2022-03-20
Amargo Terma Serrano 1,75 Lts.|17|138.00|TERMA|https://diaonline.supermercadosdia.com.ar/amargo-terma-serrano-175-lts-174747/p|01:24:41|2022-03-20
Agua Saborizada Cero Levité Manzana 2,25 Lts.|40|225.00|VILLA DEL SUR( LEVITE)|https://diaonline.supermercadosdia.com.ar/agua-saborizada-cero-levite-manzana-225-lts-171449/p|01:24:41|2022-03-20
Agua Saborizada Cero Levité Naranja 2,25 Lts.|47|225.00|VILLA DEL SUR( LEVITE)|https://diaonline.supermercadosdia.com.ar/agua-saborizada-cero-levite-naranja-225-lts-171145/p|01:24:41|2022-03-20
Vino Blanco Dulce Dilema 750 ml.|19|399.00|DILEMA|https://diaonline.supermercadosdia.com.ar/vino-blanco-dulce-dilema-750-ml-149571/p|01:24:41|2022-03-20
Agua saborizada Aquarius pomelo 2,25 Lts.|36|169.99|AQUARIUS|https://diaonline.supermercadosdia.com.ar/agua-saborizada-aquarius-pomelo-225-lts-137082/p|01:24:41|2022-03-20
Cerveza Quilmes Bajo Cero 1 Lt.|110|112.75|QUILMES|https://diaonline.supermercadosdia.com.ar/cerveza-quilmes-bajo-cero-1-lt-134562/p|01:24:41|2022-03-20
